"seq.name"	"rat.id"	"barcode"	"read.length"	"mean.read.accur"	"median.read.accur"	"sequence.run"	"subject.id"	"percent.ident"	"align.length"	"mismatches"	"gap.opens"	"query.start"	"query.end"	"subject.start"	"subject.end"	"bit.score"	"subject.descr"	"species"	"blast.genus"	"readl.alignl.ratio"	"megan.kingdom"	"megan.phylum"	"megan.class"	"megan.order"	"megan.family"	"megan.genus"
"ec7fa4b0-6ef4-4e19-ab53-61fdbf924a10 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=767 ch=188 start_time=2017-01-26T01:06:32Z barcode=barcode01"	"OS2"	"JNB01"	496	0.933961352714371	0.974881135684904	"January"	"gi|12003200|gb|AF204936.1|AF204936"	92.44	172	13	7	203	368	595	425	239.338	"Helix aspersa microsatellite 5/C sequence"	"Helix aspersa"	"Helix"	0.346774193548387	"2759"	"6447"	"6448"	"6527"	"6533"	NA
"8ece7ef1-94fd-4a82-aff6-ca45e55c00a8 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=3744 ch=189 start_time=2017-01-26T16:01:09Z barcode=barcode01"	"OS2"	"JNB01"	455	0.8619573161948	0.936904265551981	"January"	"gi|298162309|gb|HM067978.1|"	88	325	39	21	85	395	502	819	364.91	"Physaloptera sp. JSL-2010 18S ribosomal RNA gene: partial sequence"	"Physaloptera sp"	"Physaloptera"	0.714285714285714	"2759"	"6231"	"119089"	"6274"	NA	NA
"46a57aff-740d-41be-920e-fe9402b64ee2 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=133 ch=194 start_time=2017-01-26T00:11:44Z barcode=barcode01"	"OS2"	"JNB01"	362	0.908700684944859	0.949881276637273	"January"	"gi|694137675|ref|NC_025243.1|"	77.18	241	55	16	80	312	12512	12280	126.692	"Aeolesthes oenochrous mitochondrial DNA: complete genome"	"Aeolesthes oenochrous"	"Aeolesthes"	0.665745856353591	"2759"	"6656"	"50557"	"7041"	NA	NA
"1d9e433e-6ff4-409f-a73b-f92b811e0559 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=926 ch=196 start_time=2017-01-26T10:44:21Z barcode=barcode01"	"OS2"	"JNB01"	764	0.860221985384844	0.9	"January"	"gi|1031621626|gb|KU255657.1|"	78.23	248	54	26	77	317	149	377	135.926	"Asemum striatum 12S ribosomal RNA gene: partial sequence; mitochondrial"	"Asemum striatum"	"Asemum"	0.324607329842932	"2759"	"6656"	"50557"	"7041"	NA	NA
"513a0842-02da-4c8c-8ca2-6af86c0e5af0 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=6942 ch=197 start_time=2017-01-26T10:39:04Z barcode=barcode01"	"OS2"	"JNB01"	571	0.890849950374428	0.936904265551981	"January"	"gi|938310952|ref|NW_014463811.1|"	83.33	138	23	11	300	431	2871593	2871725	117.459	"Microplitis demolitor strain Queensland-Clemson subculture unplaced genomic scaffold: Mdem2 Mdem_scaffold_0032: whole genome shotgun sequence &gt;gi|937500601|gb|KQ464214.1| Microplitis demolitor strain Queensland-Clemson subculture unplaced genomic scaffold Mdem_scaffold_0032: whole genome shotgun sequence"	"Microplitis demolitor"	"Microplitis"	0.241681260945709	"2759"	"6656"	"50557"	"7399"	NA	NA
"48e1e1c8-9a3a-4749-a384-4a6af76463d8 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=8409 ch=197 start_time=2017-01-26T14:43:51Z barcode=barcode01"	"OS2"	"JNB01"	2325	0.912806969480825	0.96018928294465	"January"	"gi|1274119724|ref|XM_022970476.1|"	83.66	459	75	32	1819	2259	1509	1065	403.69	"PREDICTED: Spodoptera litura GTPase-activating protein (LOC111356197): mRNA"	"Spodoptera litura"	"Spodoptera"	0.19741935483871	"2759"	"6656"	"50557"	"7088"	"7100"	NA
"195a334d-7f56-4f51-bc5e-fa04a99f1213 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=1007 ch=199 start_time=2017-01-26T01:19:55Z barcode=barcode01"	"OS2"	"JNB01"	574	0.938880314043884	0.968377223398316	"January"	"gi|701237246|ref|NW_010092438.1|"	80.87	345	66	32	231	572	31674521	31674206	243.031	"Eucalyptus grandis cultivar BRASUZ1 unplaced genomic scaffold: Egrandis1_0 scaffold_1: whole genome shotgun sequence &gt;gi|629123176|gb|KK198753.1| Eucalyptus grandis cultivar BRASUZ1 unplaced genomic scaffold scaffold_1: whole genome shotgun sequence"	"Eucalyptus grandis"	"Eucalyptus"	0.601045296167247	"2759"	"35493"	NA	"41944"	"3931"	NA
"8e6ac7ba-e864-43b7-8e99-4f2549dc4d31 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=307 ch=199 start_time=2017-01-26T00:28:48Z barcode=barcode01"	"OS2"	"JNB01"	1251	0.901017385839441	0.936904265551981	"January"	"gi|224830240|gb|FJ755002.1|"	85.71	301	43	21	387	672	6235	6529	298.431	"Helix pomatia Cd-specific metallothionein gene: complete cds"	"Helix pomatia"	"Helix"	0.240607513988809	"2759"	"6447"	"6448"	"6527"	"6533"	NA
"3d43a2ac-6f7c-4e8d-aa66-4ebe919d8038 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=739 ch=200 start_time=2017-01-26T01:05:09Z barcode=barcode01"	"OS2"	"JNB01"	1851	0.940673325834078	0.968377223398316	"January"	"gi|938310795|ref|NW_014463968.1|"	81.78	247	45	22	760	993	2113344	2113581	187.632	"Microplitis demolitor strain Queensland-Clemson subculture unplaced genomic scaffold: Mdem2 Mdem_scaffold_0195: whole genome shotgun sequence &gt;gi|937500445|gb|KQ464370.1| Microplitis demolitor strain Queensland-Clemson subculture unplaced genomic scaffold Mdem_scaffold_0195: whole genome shotgun sequence"	"Microplitis demolitor"	"Microplitis"	0.133441383036197	"2759"	"6656"	"50557"	"7399"	"7402"	NA
"48fc0777-6934-45c3-8f81-e6a8495d282f runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=1300 ch=201 start_time=2017-01-26T02:53:44Z barcode=barcode01"	"OS2"	"JNB01"	761	0.921895862228971	0.96018928294465	"January"	"gi|908445732|ref|NW_013527471.1|"	79.86	715	144	35	70	759	2273057	2273761	490.482	"Papilio polytes unplaced genomic scaffold: Ppol_1.0 DF821733.1: whole genome shotgun sequence &gt;gi|752291580|dbj|DF821733.1| Papilio polytes DNA: scaffold: scaffold1113: whole genome shotgun sequence"	"Papilio polytes"	"Papilio"	0.939553219448095	"2759"	"6656"	"50557"	"7088"	NA	NA
"227f4d71-e432-42e7-926f-5ee5f180c7c2 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=1590 ch=202 start_time=2017-01-26T16:03:21Z barcode=barcode01"	"OS2"	"JNB01"	489	0.905496214178334	0.949881276637273	"January"	"gi|1079483981|ref|NW_017372462.1|"	76.63	368	86	19	70	428	2008637	2008280	185.785	"Anoplophora glabripennis unplaced genomic scaffold: Agla_1.0 Scaffold17: whole genome shotgun sequence &gt;gi|499123182|gb|KB933516.1| Anoplophora glabripennis unplaced genomic scaffold Scaffold17: whole genome shotgun sequence"	"Anoplophora glabripennis"	"Anoplophora"	0.752556237218814	"2759"	"6656"	"50557"	"7041"	NA	NA
"3dfdf44f-9d32-4900-9e50-e4d78f49faa1 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=3170 ch=202 start_time=2017-01-26T21:53:20Z barcode=barcode01"	"OS2"	"JNB01"	867	0.881399619439487	0.936904265551981	"January"	"gi|1134549989|gb|KX055399.1|"	88.48	538	62	43	296	810	1	518	610.515	"Pirateolea piscator 28S ribosomal RNA gene: partial sequence"	"Pirateolea piscator"	"Pirateolea"	0.620530565167243	"2759"	"6656"	"50557"	"7088"	"7100"	NA
"8ea40ff8-e3cb-4915-86fa-46567901597b runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=287 ch=203 start_time=2017-01-26T00:18:47Z barcode=barcode01"	"OS2"	"JNB01"	366	0.887619125197943	0.949881276637273	"January"	"gi|525340904|ref|NC_021747.1|"	89.95	219	22	18	71	280	5717	5926	267.038	"Helix aspersa from Chile mitochondrion: complete genome"	"Helix aspersa"	"Helix"	0.598360655737705	"2759"	"6447"	"6448"	"6527"	"6533"	"6534"
"756eafd2-01bc-4dba-9cde-a60a281eea60 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=941 ch=205 start_time=2017-01-26T01:48:50Z barcode=barcode01"	"OS2"	"JNB01"	991	0.853546666144979	0.9	"January"	"gi|1091992090|emb|LT224411.1|"	81.37	161	30	8	110	263	975120	974961	124.846	"Spodoptera frugiperda genome assembly: scaffold: scaffold74: whole genome shotgun sequence"	"Spodoptera frugiperda"	"Spodoptera"	0.162462159434914	"2759"	"6656"	"50557"	"7088"	"7100"	NA
"733bfe65-c3ab-4703-af6b-07d5b53a30ed runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=1514 ch=20 start_time=2017-01-26T02:26:22Z barcode=barcode01"	"OS2"	"JNB01"	524	0.82724795770905	0.874107458820583	"January"	"gi|1198318105|ref|NW_018395409.1|"	87.74	106	13	3	86	188	1319709	1319604	121.153	"Helicoverpa armigera isolate Harm_GR_Male_#8 unplaced genomic scaffold: Harm_1.0 scaffold_19: whole genome shotgun sequence"	"Helicoverpa armigera"	"Helicoverpa"	0.202290076335878	"2759"	"6656"	"50557"	"7088"	NA	NA
"1562337c-2ca0-4508-a1e4-2d1ea54e743d runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=366 ch=211 start_time=2017-01-26T00:35:43Z barcode=barcode01"	"OS2"	"JNB01"	651	0.893040785450216	0.949881276637273	"January"	"gi|6863175|gb|AF109924.1|AF109924"	77.78	261	58	23	234	476	2560	2305	139.619	"Helix pomatia sulfatase 1 precursor (SULF1) mRNA: complete cds"	"Helix pomatia"	"Helix"	0.400921658986175	"2759"	"6447"	"6448"	"6527"	"6533"	NA
"3cc65b9a-7ae6-4fbe-b5fb-a1a3895d3809 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=122 ch=212 start_time=2017-01-26T00:05:50Z barcode=barcode01"	"OS2"	"JNB01"	515	0.855552377690314	0.920567176527572	"January"	"gi|407911412|gb|JX220994.1|"	84.78	184	28	7	77	255	832	651	178.399	"Orsodacne lineola mitochondrion: partial genome"	"Orsodacne lineola"	"Orsodacne"	0.357281553398058	"2759"	"6656"	"50557"	"7041"	NA	NA
"2ed6f211-64e5-4fae-b93c-c071e41ccfec runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=412 ch=213 start_time=2017-01-26T00:39:09Z barcode=barcode01"	"OS2"	"JNB01"	2381	0.880598778535366	0.936904265551981	"January"	"gi|12003200|gb|AF204936.1|AF204936"	84.62	169	26	14	1342	1499	589	424	156.239	"Helix aspersa microsatellite 5/C sequence"	"Helix aspersa"	"Helix"	0.0709785804283914	"2759"	"6447"	"6448"	"6527"	NA	NA
"f7833741-2019-4cf5-bdf4-e28487366ace runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=5100 ch=213 start_time=2017-01-26T10:29:10Z barcode=barcode01"	"OS2"	"JNB01"	837	0.920400281387065	0.96018928294465	"January"	"gi|407911387|gb|JX220992.1|"	79.23	674	140	38	76	727	9946	9289	436.93	"Phaedon armoraciae mitochondrion: partial genome"	"Phaedon armoraciae"	"Phaedon"	0.805256869772999	"2759"	"6656"	"50557"	"7041"	NA	NA
"22d38f16-bba6-4c47-9af6-10d35ce4d629 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=4004 ch=214 start_time=2017-01-26T08:41:59Z barcode=barcode01"	"OS2"	"JNB01"	525	0.874064677919888	0.920567176527572	"January"	"gi|425870270|gb|KC178135.1|"	82	200	36	20	182	364	467	271	152.546	"Spelobia bifrons NADH dehydrogenase subunit 5 (nad5) gene: partial cds; mitochondrial"	"Spelobia bifrons"	"Spelobia"	0.380952380952381	"2759"	"6656"	"50557"	NA	NA	NA
"f5e9217a-99d3-4533-93d1-52ca106f32c3 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=1421 ch=218 start_time=2017-01-26T02:49:26Z barcode=barcode01"	"OS2"	"JNB01"	1206	0.8543128196032	0.9	"January"	"gi|12003200|gb|AF204936.1|AF204936"	92.18	179	14	12	574	750	424	592	243.031	"Helix aspersa microsatellite 5/C sequence"	"Helix aspersa"	"Helix"	0.148424543946932	"2759"	"6447"	"6448"	"6527"	"6533"	NA
"356287a1-4dbd-4fd2-98d4-2604ad63d4d7 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=3309 ch=21 start_time=2017-01-26T17:04:06Z barcode=barcode01"	"OS2"	"JNB01"	672	0.888826778311505	0.936904265551981	"January"	"gi|55771030|emb|X55947.2|"	89.64	280	29	11	163	437	3350	3623	346.444	"Helix aspersa non-neuronal intermediate filament gene for non-neuronal intermediate filament proteins A and B: exons 1-11"	"Helix aspersa"	"Helix"	0.416666666666667	"2759"	"6447"	"6448"	"6527"	"6533"	NA
"7c0441b8-2159-40cc-9d96-317f34e592cd runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=9752 ch=221 start_time=2017-01-26T18:53:10Z barcode=barcode01"	"OS2"	"JNB01"	1730	0.823194507048601	0.874107458820583	"January"	"gi|1179090993|gb|CM007794.2|"	81.63	196	36	15	1458	1645	19200200	19200012	148.852	"Timema cristinae isolate 10poolfem-genome-2009-PC linkage group LG1: whole genome shotgun sequence"	"Timema cristinae"	"Timema"	0.113294797687861	"2759"	"6656"	"50557"	"7020"	"213546"	NA
"513ec4af-775e-4dba-ad48-729371e826ca runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=3047 ch=222 start_time=2017-01-26T05:39:53Z barcode=barcode01"	"OS2"	"JNB01"	689	0.883980799014949	0.936904265551981	"January"	"gi|974709322|gb|KP829113.1|"	86.4	125	17	14	57	178	119	6	124.846	"Protosphindus bellus isolate CO882 16S ribosomal RNA gene: partial sequence; mitochondrial"	"Protosphindus bellus"	"Protosphindus"	0.181422351233672	"2759"	"6656"	"50557"	"7041"	NA	NA
"69c3061a-88b4-406f-98e3-ffe54a373994 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=152 ch=223 start_time=2017-01-26T00:05:01Z barcode=barcode01"	"OS2"	"JNB01"	519	0.868433907885802	0.920567176527572	"January"	"gi|697252741|emb|LN576203.1|"	92.28	246	19	11	73	311	438	197	339.057	"Uncultured eukaryote partial 18S rRNA gene: clone SIGF805_N11D1_18S_E"	"Uncultured eukaryote"	"Uncultured"	0.473988439306358	"2759"	NA	NA	NA	NA	NA
"a1c7a896-34fa-45ec-98cc-1e8afeb74851 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=2119 ch=223 start_time=2017-01-26T02:11:48Z barcode=barcode01"	"OS2"	"JNB01"	550	0.886502273894745	0.936904265551981	"January"	"gi|1178768846|gb|KX087348.1|"	81.64	256	47	11	79	324	696	950	202.405	"Stenurella nigra mitochondrion: partial genome"	"Stenurella nigra"	"Stenurella"	0.465454545454545	"2759"	"6656"	"50557"	"7041"	NA	NA
"57cbea7e-7165-4a91-a167-7b8ac3137559 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=2471 ch=224 start_time=2017-01-26T03:23:56Z barcode=barcode01"	"OS2"	"JNB01"	1488	0.891045942479353	0.936904265551981	"January"	"gi|1079483012|ref|NW_017372503.1|"	88.24	170	20	7	348	510	128700	128531	196.865	"Anoplophora glabripennis unplaced genomic scaffold: Agla_1.0 Scaffold58: whole genome shotgun sequence &gt;gi|499123134|gb|KB933557.1| Anoplophora glabripennis unplaced genomic scaffold Scaffold58: whole genome shotgun sequence"	"Anoplophora glabripennis"	"Anoplophora"	0.114247311827957	"2759"	"6656"	"50557"	"7041"	"34667"	NA
"1433fe66-7b40-4796-a10e-08ade8b83107 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=5436 ch=225 start_time=2017-01-26T01:19:13Z barcode=barcode01"	"OS2"	"JNB01"	1213	0.853417472990759	0.9	"January"	"gi|1198318115|ref|NW_018395399.1|"	83.85	192	31	13	456	646	2153932	2154111	171.012	"Helicoverpa armigera isolate Harm_GR_Male_#8 unplaced genomic scaffold: Harm_1.0 scaffold_9: whole genome shotgun sequence"	"Helicoverpa armigera"	"Helicoverpa"	0.158285243198681	"2759"	"6656"	"50557"	"7088"	"7100"	NA
"ce15ead1-6ab2-4795-a45f-ffa29f11efbd runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=3951 ch=225 start_time=2017-01-26T00:30:45Z barcode=barcode01"	"OS2"	"JNB01"	684	0.867994628506937	0.920567176527572	"January"	"gi|1079482809|ref|NW_017372513.1|"	82.84	169	29	2	157	324	828144	828311	150.699	"Anoplophora glabripennis unplaced genomic scaffold: Agla_1.0 Scaffold68: whole genome shotgun sequence &gt;gi|499123124|gb|KB933567.1| Anoplophora glabripennis unplaced genomic scaffold Scaffold68: whole genome shotgun sequence"	"Anoplophora glabripennis"	"Anoplophora"	0.247076023391813	"2759"	"6656"	"50557"	"7041"	"34667"	NA
"3c313787-d47d-450b-8b24-df7216d19bc4 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=6300 ch=225 start_time=2017-01-26T10:12:54Z barcode=barcode01"	"OS2"	"JNB01"	962	0.921052394007461	0.96018928294465	"January"	"gi|1027888668|gb|KU739499.1|"	76.53	524	123	37	74	571	7298	7810	252.265	"Onthophagus nitidior mitochondrion: partial genome"	"Onthophagus nitidior"	"Onthophagus"	0.544698544698545	"2759"	"6656"	"50557"	"7041"	NA	NA
"fb23eec7-b3a6-411d-a6e2-616395b228c4 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=1939 ch=227 start_time=2017-01-26T06:49:47Z barcode=barcode01"	"OS2"	"JNB01"	959	0.866518448877565	0.920567176527572	"January"	"gi|1178768314|gb|KX087258.1|"	77.69	381	85	33	72	432	10913	11280	202.405	"Chrysomela populi mitochondrion: partial genome"	"Chrysomela populi"	"Chrysomela"	0.397288842544317	"2759"	"6656"	"50557"	NA	NA	NA
"7f534205-c98d-4e09-b258-7e8411aa2462 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=5044 ch=227 start_time=2017-01-26T12:00:38Z barcode=barcode01"	"OS2"	"JNB01"	948	0.89525084849632	0.949881276637273	"January"	"gi|1216867049|gb|KY796054.1|"	77.68	439	98	33	64	485	3571	3993	237.491	"Olenecamptus subobliteratus mitochondrion: partial genome"	"Olenecamptus subobliteratus"	"Olenecamptus"	0.463080168776371	"2759"	"6656"	"50557"	"7041"	NA	NA
"ae720aeb-597c-40ef-a13e-6f3aac6b2c3e runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=5681 ch=228 start_time=2017-01-26T22:35:11Z barcode=barcode01"	"OS2"	"JNB01"	418	0.896253426039555	0.936904265551981	"January"	"gi|224830240|gb|FJ755002.1|"	84.27	267	42	16	92	351	5340	5597	246.725	"Helix pomatia Cd-specific metallothionein gene: complete cds"	"Helix pomatia"	"Helix"	0.638755980861244	"2759"	"6447"	"6448"	"6527"	"6533"	"6534"
"de8b3aec-b7c7-4107-b53a-1ad56d12231e runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=14564 ch=235 start_time=2017-01-26T10:41:44Z barcode=barcode01"	"OS2"	"JNB01"	642	0.856063620816001	0.920567176527572	"January"	"gi|1079482164|ref|NW_017372555.1|"	79.81	312	63	28	65	348	471536	471847	202.405	"Anoplophora glabripennis unplaced genomic scaffold: Agla_1.0 Scaffold110: whole genome shotgun sequence &gt;gi|499123076|gb|KB933609.1| Anoplophora glabripennis unplaced genomic scaffold Scaffold110: whole genome shotgun sequence"	"Anoplophora glabripennis"	"Anoplophora"	0.485981308411215	"2759"	"6656"	"50557"	"7041"	"34667"	NA
"e7930df0-5c38-46a9-920e-dc6adf44d2dc runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=14108 ch=235 start_time=2017-01-26T09:41:08Z barcode=barcode01"	"OS2"	"JNB01"	555	0.896746292722976	0.949881276637273	"January"	"gi|1069791455|ref|NW_017280167.1|"	73.61	360	95	24	92	435	702182	701831	117.459	"Cyphomyrmex costatus isolate MS0001 unplaced genomic scaffold: Ccosl1.0 scaffold61: whole genome shotgun sequence &gt;gi|1009371915|gb|KQ978231.1| Cyphomyrmex costatus isolate MS0001 chromosome Unknown scaffold61: whole genome shotgun sequence"	"Cyphomyrmex costatus"	"Cyphomyrmex"	0.648648648648649	"2759"	"6656"	"50557"	"7399"	NA	NA
"edad8a8b-3410-4237-8420-e3f7c8b6e484 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=2728 ch=236 start_time=2017-01-26T13:51:24Z barcode=barcode01"	"OS2"	"JNB01"	441	0.904462623914405	0.949881276637273	"January"	"gi|1079480135|ref|NW_017372777.1|"	78.15	238	52	17	71	304	556583	556807	135.926	"Anoplophora glabripennis unplaced genomic scaffold: Agla_1.0 Scaffold332: whole genome shotgun sequence &gt;gi|499122847|gb|KB933831.1| Anoplophora glabripennis unplaced genomic scaffold Scaffold332: whole genome shotgun sequence"	"Anoplophora glabripennis"	"Anoplophora"	0.53968253968254	"2759"	"6656"	"50557"	"7041"	NA	NA
"bf5fbc27-f402-41c4-9a3a-0e49027193a4 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=1350 ch=247 start_time=2017-01-26T02:10:35Z barcode=barcode01"	"OS2"	"JNB01"	2443	0.877395672930731	0.920567176527572	"January"	"gi|557603592|emb|HG738139.1|"	87.8	164	20	4	74	234	12650792	12650954	189.479	"Onchocerca volvulus assembly O_volvulus_Cameroon_v3 genomic scaffold: OVOC_OM3: whole genome shotgun sequence"	"Onchocerca volvulus"	"Onchocerca"	0.0671305771592305	"2759"	"6231"	"119089"	NA	NA	NA
"b94e48e6-ff25-4778-86d1-83666b978569 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=2484 ch=247 start_time=2017-01-26T03:59:00Z barcode=barcode01"	"OS2"	"JNB01"	1095	0.825856846926916	0.874107458820583	"January"	"gi|388325357|gb|JQ417195.1|"	82.44	524	92	57	74	564	3787	4286	405.537	"Helix aspersa from Chile mitochondrion: complete genome"	"Helix aspersa"	"Helix"	0.478538812785388	"2759"	"6447"	"6448"	"6527"	"6533"	NA
"290911eb-e67a-4de4-b627-b3922de64f0a runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=3084 ch=248 start_time=2017-01-26T06:10:10Z barcode=barcode01"	"OS2"	"JNB01"	417	0.937356164746957	0.968377223398316	"January"	"gi|1000233229|gb|KT696181.1|"	81.3	230	43	12	113	333	8079	7853	176.552	"Staphylinidae sp. BMNH 1274207 mitochondrion: partial genome"	"Staphylinidae sp"	"Staphylinidae"	0.551558752997602	"2759"	"6656"	"50557"	"7041"	NA	NA
"7aa1778c-8d31-436a-8f77-433a72711311 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=3296 ch=248 start_time=2017-01-26T06:20:54Z barcode=barcode01"	"OS2"	"JNB01"	553	0.907683392601004	0.949881276637273	"January"	"gi|1198318124|ref|NW_018395390.1|"	76.85	406	94	41	101	481	4268237	4267848	191.325	"Helicoverpa armigera isolate Harm_GR_Male_#8 unplaced genomic scaffold: Harm_1.0 scaffold_0: whole genome shotgun sequence"	"Helicoverpa armigera"	"Helicoverpa"	0.734177215189873	"2759"	"6656"	"50557"	"7088"	NA	NA
"72d8407b-93c7-4672-bcc4-60ff75e7c015 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=2134 ch=249 start_time=2017-01-26T09:30:17Z barcode=barcode01"	"OS2"	"JNB01"	1654	0.935800954997779	0.968377223398316	"January"	"gi|1021079697|ref|NC_029975.1|"	75.51	1560	382	101	82	1582	2869	1352	671.454	"Dirofilaria repens mitochondrion: complete genome"	"Dirofilaria repens"	"Dirofilaria"	0.94316807738815	"2759"	"6231"	"119089"	"6274"	NA	NA
"b04c3b1b-51fd-4503-94c4-0599f4f6abcf runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=858 ch=250 start_time=2017-01-26T01:11:46Z barcode=barcode01"	"OS2"	"JNB01"	1057	0.877788333669973	0.920567176527572	"January"	"gi|1198318105|ref|NW_018395409.1|"	90.22	460	45	16	71	525	1059182	1059630	586.508	"Helicoverpa armigera isolate Harm_GR_Male_#8 unplaced genomic scaffold: Harm_1.0 scaffold_19: whole genome shotgun sequence"	"Helicoverpa armigera"	"Helicoverpa"	0.43519394512772	"2759"	"6656"	"50557"	"7088"	"7100"	NA
"30a899fb-54a1-4b7d-be4f-e7b29fcf3fc7 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=3303 ch=253 start_time=2017-01-26T16:20:23Z barcode=barcode01"	"OS2"	"JNB01"	1821	0.886291353823118	0.936904265551981	"January"	"gi|1016574091|gb|KT894807.1|"	83.02	318	54	14	916	1224	3	315	276.271	"Physaloptera sp. JBSL-2016 cytochrome c oxidase subunit I gene: partial cds; mitochondrial"	"Physaloptera sp"	"Physaloptera"	0.174629324546952	"2759"	"6231"	"119089"	"6274"	"75557"	NA
"fac543b5-b429-44ca-93f1-3cdb9fc9a231 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=15 ch=262 start_time=2017-01-25T23:58:25Z barcode=barcode01"	"OS2"	"JNB01"	1175	0.925537787367751	0.968377223398316	"January"	"gi|6863175|gb|AF109924.1|AF109924"	86.39	360	49	15	270	620	2208	2561	379.683	"Helix pomatia sulfatase 1 precursor (SULF1) mRNA: complete cds"	"Helix pomatia"	"Helix"	0.306382978723404	"2759"	"6447"	"6448"	"6527"	"6533"	NA
